"fed_state","species_cleaned","common_name","rl_cat","species_naturadb"
"Baden-Württemberg","Epipogium aphyllum","Widerbart","V","epipogium-aphyllum"
"Baden-Württemberg","Equisetum x moorei","Moores Schachtelhalm","G","equisetum-x-moorei"
"Baden-Württemberg","Equisetum pratense","Wiesen-Schachtelhalm","R","equisetum-pratense"
"Baden-Württemberg","Equisetum ramosissimum","Ästiger Schachtelhalm","3","equisetum-ramosissimum"
"Baden-Württemberg","Equisetum x trachyodon","Rauhzähniger Schachtelhalm","2","equisetum-x-trachyodon"
"Baden-Württemberg","Equisetum variegatum","Bunter Schachtelhalm","2","equisetum-variegatum"
"Baden-Württemberg","Eragrostis cilianensis","Großes Liebesgras","1","eragrostis-cilianensis"
"Baden-Württemberg","Erica carnea","Schnee-Heide","0","erica-carnea"
"Baden-Württemberg","Erigeron acris ssp. angulosus","Kantiges Berufkraut","0","erigeron-acris"
"Baden-Württemberg","Erigeron gaudinii","Gaudins Berufkraut","R","erigeron-gaudinii"
"Baden-Württemberg","Eriophorum angustifolium","Schmalblättriges Wollgras","3","eriophorum-angustifolium"
"Baden-Württemberg","Eriophorum gracile","Schlankes Wollgras","1","eriophorum-gracile"
"Baden-Württemberg","Eriophorum latifolium","Breitblättriges Wollgras","3","eriophorum-latifolium"
"Baden-Württemberg","Eriophorum vaginatum","Moor-Wollgras","V","eriophorum-vaginatum"
"Baden-Württemberg","Eryngium campestre","Feld-Mannstreu","3","eryngium-campestre"
"Baden-Württemberg","Erysimum cheiri","Goldlack","V","erysimum-cheiri"
"Baden-Württemberg","Erysimum crepidifolium","Bleicher Schöterich","R","erysimum-crepidifolium"
"Baden-Württemberg","Erysimum odoratum","Wohlriechender Schöterich","2","erysimum-odoratum"
"Baden-Württemberg","Erysimum repandum","Brach-Schöterich","1","erysimum-repandum"
"Baden-Württemberg","Erysimum strictum","Steifer Schöterich","G","erysimum-strictum"
"Baden-Württemberg","Euonymus latifolius","Breitblättriges Pfaffenkäppchen","V","euonymus-latifolius"
"Baden-Württemberg","Euphorbia esula","Esels-Wolfsmilch","V","euphorbia-esula"
"Baden-Württemberg","Euphorbia falcata","Sichel-Wolfsmilch","1","euphorbia-falcata"
"Baden-Württemberg","Euphorbia palustris","Sumpf-Wolfsmilch","3","euphorbia-palustris"
"Baden-Württemberg","Euphorbia platyphyllos","Breitblättrige Wolfsmilch","V","euphorbia-platyphyllos"
"Baden-Württemberg","Euphorbia seguieriana","Steppen-Wolfsmilch","2","euphorbia-seguieriana"
"Baden-Württemberg","Euphrasia micrantha","Zierlicher Augentrost","G","euphrasia-micrantha"
"Baden-Württemberg","Euphrasia salisburgensis","Salzburger Augentrost","G","euphrasia-salisburgensis"
"Baden-Württemberg","Fagopyrum tataricum","Falscher Buchweizen","0","fagopyrum-tataricum"
"Baden-Württemberg","Festuca amethystina","Amethyst-Schwingel","3","festuca-amethystina"
"Baden-Württemberg","Festuca duvalii","Duvals Schafschwingel","G","festuca-duvalii"
"Baden-Württemberg","Festuca filiformis","Dünnblättriger Schafschwingel","V","festuca-filiformis"
"Baden-Württemberg","Filago arvensis","Acker-Filzkraut","2","filago-arvensis"
"Baden-Württemberg","Filago gallica","Französisches Filzkraut","0","filago-gallica"
"Baden-Württemberg","Filago lutescens","Graugelbes Filzkraut","1","filago-lutescens"
"Baden-Württemberg","Filago minima","Kleines Filzkraut","3","filago-minima"
"Baden-Württemberg","Filago pyramidata","Spatelblättriges Filzkraut","2","filago-pyramidata"
"Baden-Württemberg","Filago vulgaris","Gewöhnliches Filzkraut","3","filago-vulgaris"
"Baden-Württemberg","Filipendula vulgaris","Knollige Spierstaude","3","filipendula-vulgaris"
"Baden-Württemberg","Fragaria moschata","Zimt-Erdbeere","G","fragaria-moschata"
"Baden-Württemberg","Fritillaria meleagris","Schachblume","1","fritillaria-meleagris"
"Baden-Württemberg","Fumana procumbens","Zwergsonnenröschen","2","fumana-procumbens"
"Baden-Württemberg","Fumaria parviflora","Kleinblütiger Erdrauch","0","fumaria-parviflora"
"Baden-Württemberg","Fumaria schleicheri","Schleichers Erdrauch","G","fumaria-schleicheri"
"Baden-Württemberg","Gagea pratensis","Wiesen-Gelbstern","3","gagea-pratensis"
"Baden-Württemberg","Gagea spathacea","Scheiden-Gelbstern","R","gagea-spathacea"
"Baden-Württemberg","Gagea villosa","Acker-Gelbstern","V","gagea-villosa"
"Baden-Württemberg","Galeopsis ladanum","Breitblättriger Hohlzahn","G","galeopsis-ladanum"
"Baden-Württemberg","Galeopsis segetum","Gelber Hohlzahn","3","galeopsis-segetum"
"Baden-Württemberg","Galium anisophyllon","Alpen-Labkraut","V","galium-anisophyllon"
"Baden-Württemberg","Galium boreale","Nordisches Labkraut","3","galium-boreale"
"Baden-Württemberg","Galium elongatum","Hohes Sumpflabkraut","G","galium-elongatum"
"Baden-Württemberg","Galium glaucum","Blaugrünes Labkraut","V","galium-glaucum"
"Baden-Württemberg","Galium lucidum","Glanz-Labkraut","R","galium-lucidum"
"Baden-Württemberg","Galium parisiense","Pariser Labkraut","1","galium-parisiense"
"Baden-Württemberg","Galium pumilum","Niedriges Labkraut","V","galium-pumilum"
"Baden-Württemberg","Galium spurium","Kleinfrüchtiges Klebkraut","G","galium-spurium"
"Baden-Württemberg","Galium tricornutum","Dreihörniges Labkraut","2","galium-tricornutum"
"Baden-Württemberg","Galium valdepilosum","Mährisches Labkraut","R","galium-valdepilosum"
"Baden-Württemberg","Galium wirtgenii","Wirtgens Labkraut","G","galium-wirtgenii"
"Baden-Württemberg","Gaudinia fragilis","Ährenhafer","R","gaudinia-fragilis"
"Baden-Württemberg","Genista germanica","Deutscher Ginster","3","genista-germanica"
"Baden-Württemberg","Genista pilosa","Heide-Ginster","V","genista-pilosa"
"Baden-Württemberg","Gentiana asclepiadea","Schwalbenwurz-Enzian","3","gentiana-asclepiadea"
"Baden-Württemberg","Gentiana cruciata","Kreuz-Enzian","2","gentiana-cruciata"
"Baden-Württemberg","Gentiana lutea","Gelber Enzian","V","gentiana-lutea"
"Baden-Württemberg","Gentiana pneumonanthe","Lungen-Enzian","2","gentiana-pneumonanthe"
"Baden-Württemberg","Gentiana utriculosa","Schlauch-Enzian","2","gentiana-utriculosa"
"Baden-Württemberg","Gentiana verna","Frühlings-Enzian","2","gentiana-verna"
"Baden-Württemberg","Gentianella campestris","Feld-Enzian","1","gentianella-campestris"
"Baden-Württemberg","Gentianella ciliata","Fransen-Enzian","V","gentianella-ciliata"
"Baden-Württemberg","Gentianella germanica","Deutscher Enzian","V","gentianella-germanica"
"Baden-Württemberg","Gladiolus palustris","Sumpf-Siegwurz","1","gladiolus-palustris"
"Baden-Württemberg","Globularia punctata","Echte Kugelblume","3","globularia-punctata"
"Baden-Württemberg","Gnaphalium supinum","Zwerg-Ruhrkraut","3","gnaphalium-supinum"
"Baden-Württemberg","Goodyera repens","Kriechstendel","V","goodyera-repens"
"Baden-Württemberg","Gratiola officinalis","Gnadenkraut","1","gratiola-officinalis"
"Baden-Württemberg","Groenlandia densa","Dichtes Laichkraut","2","groenlandia-densa"
"Baden-Württemberg","Gymnadenia conopsea","Mücken-Händelwurz","V","gymnadenia-conopsea"
"Baden-Württemberg","Gymnadenia odoratissima","Wohlriechende Händelwurz","3","gymnadenia-odoratissima"
"Baden-Württemberg","Gypsophila muralis","Mauer-Gipskraut","3","gypsophila-muralis"
"Baden-Württemberg","Gypsophila repens","Kriechendes Gipskraut","0","gypsophila-repens"
"Baden-Württemberg","Hammarbya paludosa","Weichstendel","1","hammarbya-paludosa"
"Baden-Württemberg","Helianthemum canum","Graues Sonnenröschen","R","helianthemum-canum"
"Baden-Württemberg","Helianthemum nummularium","Gewöhnliches Sonnenröschen","V","helianthemum-nummularium"
"Baden-Württemberg","Helichrysum arenarium","Sand-Strohblume","2","helichrysum-arenarium"
"Baden-Württemberg","Helictotrichon pratense","Echter Wiesenhafer","V","helictotrichon-pratense"
"Baden-Württemberg","Heliotropium europaeum","Europäische Sonnenwende","1","heliotropium-europaeum"
"Baden-Württemberg","Helleborus viridis","Grüne Nieswurz","2","helleborus-viridis"
"Baden-Württemberg","Herminium monorchis","Elfenstendel","2","herminium-monorchis"
"Baden-Württemberg","Herniaria hirsuta","Rauhes Bruchkraut","3","herniaria-hirsuta"
"Baden-Württemberg","Hieracium amplexicaule","Stengelumfassendes Habichtskraut","R","hieracium-amplexicaule"
"Baden-Württemberg","Hieracium aridum","Trockenheitsliebendes Habichtskraut","0","hieracium-aridum"
"Baden-Württemberg","Hieracium arvicola","Rain-Habichtskraut","2","hieracium-arvicola"
"Baden-Württemberg","Hieracium auriculoides","Pannonisches Habichtskraut","3","hieracium-auriculoides"
"Baden-Württemberg","Hieracium bauhini","Ungarisches Habichtskraut","V","hieracium-bauhini"
"Baden-Württemberg","Hieracium benzianum","Benz' Habichtskraut","0","hieracium-benzianum"
"Baden-Württemberg","Hieracium bifidum","Gabeliges Habichtskraut","3","hieracium-bifidum"
"Baden-Württemberg","Hieracium bupleuroides","Hasenohr-Habichtskraut","3","hieracium-bupleuroides"
"Baden-Württemberg","Hieracium caesium","Blaugraues Habichtskraut","0","hieracium-caesium"
"Baden-Württemberg","Hieracium calodon","Schönhaariges Habichtskraut","3","hieracium-calodon"
"Baden-Württemberg","Hieracium cottetii","Cottets Habichtskraut","2","hieracium-cottetii"
"Baden-Württemberg","Hieracium cymosum","Trugdoldiges Habichtskraut","3","hieracium-cymosum"
"Baden-Württemberg","Hieracium fallacinum","Trügerisches Habichtskraut","3","hieracium-fallacinum"
"Baden-Württemberg","Hieracium fallax","Täuschendes Habichtskraut","2","hieracium-fallax"
"Baden-Württemberg","Hieracium flagellare","Ausläuferreiches Habichtskraut","0","hieracium-flagellare"
"Baden-Württemberg","Hieracium franconicum","Fränkisches Habichtskraut","2","hieracium-franconicum"
"Baden-Württemberg","Hieracium hoppeanum","Hoppes Habichtskraut","0","hieracium-hoppeanum"
"Baden-Württemberg","Hieracium humile","Niedriges Habichtskraut","V","hieracium-humile"
"Baden-Württemberg","Hieracium inuloides","Alantblättriges Habichtskraut","R","hieracium-inuloides"
"Baden-Württemberg","Hieracium kerneri","Kerners Habichtskraut","0","hieracium-kerneri"
"Baden-Württemberg","Hieracium lactucella","Geöhrtes Habichtskraut","V","hieracium-lactucella"
"Baden-Württemberg","Hieracium leptophyton","Zartes Habichtskraut","0","hieracium-leptophyton"
"Baden-Württemberg","Hieracium longiscapum","Langstengeliges Habichtskraut","0","hieracium-longiscapum"
"Baden-Württemberg","Hieracium lycopifolium","Wolfstrappblättriges Habichtskraut","3","hieracium-lycopifolium"
"Baden-Württemberg","Hieracium onosmoides","Lotwurzblättriges Habichtskraut","0","hieracium-onosmoides"
"Baden-Württemberg","Hieracium oxyodon","Spitzzähniges Habichtskraut","1","hieracium-oxyodon"
"Baden-Württemberg","Hieracium pallescens","Verbleichendes Habichtskraut","0","hieracium-pallescens"
"Baden-Württemberg","Hieracium peleterianum","Peletiers Habichtskraut","R","hieracium-peleterianum"
"Baden-Württemberg","Hieracium prenanthoides","Hasenlattich-Habichtskraut","R","hieracium-prenanthoides"
"Baden-Württemberg","Hieracium pseudocorymbosum","Schirmtraubiges Habichtskraut","R","hieracium-pseudocorymbosum"
"Baden-Württemberg","Hieracium rothianum","Roths Habichtskraut","0","hieracium-rothianum"
"Baden-Württemberg","Hieracium umbrosum","Schattenliebendes Habichtskraut","R","hieracium-umbrosum"
"Baden-Württemberg","Hieracium visianii","Adriatisches Habichtskraut","R","hieracium-visianii"
"Baden-Württemberg","Hieracium vulgatum","Dünnstengeliges Habichtskraut","2","hieracium-vulgatum"
"Baden-Württemberg","Hieracium wiesbaurianum","Wiesbaurs Habichtskraut","3","hieracium-wiesbaurianum"
"Baden-Württemberg","Hierochloe odorata","Duft-Mariengras","0","hierochloe-odorata"
"Baden-Württemberg","Himantoglossum hircinum","Bocks-Riemenzunge","3","himantoglossum-hircinum"
"Baden-Württemberg","Hippocrepis emerus","Strauchwicke","V","hippocrepis-emerus"
"Baden-Württemberg","Hippophae rhamnoides ssp. fluviatilis","Fluß-Sanddorn","3","hippophae-rhamnoides"
"Baden-Württemberg","Hippuris vulgaris","Tannenwedel","3","hippuris-vulgaris"
"Baden-Württemberg","Hirschfeldia incana","Graukohl","2","hirschfeldia-incana"
"Baden-Württemberg","Holosteum umbellatum","Spurre","V","holosteum-umbellatum"
"Baden-Württemberg","Homogyne alpina","Grüner Alpenlattich","2","homogyne-alpina"
"Baden-Württemberg","Hordeum jubatum","Mähnen-Gerste","G","hordeum-jubatum"
"Baden-Württemberg","Hordeum secalinum","Roggen-Gerste","2","hordeum-secalinum"
"Baden-Württemberg","Hottonia palustris","Wasserfeder","2","hottonia-palustris"
"Baden-Württemberg","Huperzia selago","Tannen-Bärlapp","V","huperzia-selago"
"Baden-Württemberg","Hydrocharis morsus-ranae","Froschbiß","3","hydrocharis-morsus-ranae"
"Baden-Württemberg","Hydrocotyle vulgaris","Wassernabel","2","hydrocotyle-vulgaris"
"Baden-Württemberg","Hyoscyamus niger","Schwarzes Bilsenkraut","2","hyoscyamus-niger"
"Baden-Württemberg","Hypochaeris glabra","Kahles Ferkelkraut","2","hypochaeris-glabra"
"Baden-Württemberg","Hypochaeris maculata","Geflecktes Ferkelkraut","2","hypochaeris-maculata"
"Baden-Württemberg","Hyssopus officinalis","Ysop","R","hyssopus-officinalis"
"Baden-Württemberg","Iberis amara","Bittere Schleifenblume","1","iberis-amara"
"Baden-Württemberg","Illecebrum verticillatum","Knorpelblume","1","illecebrum-verticillatum"
"Baden-Württemberg","Inula britannica","Wiesen-Alant","3","inula-britannica"
"Baden-Württemberg","Inula helvetica","Schweizer Alant","1","inula-helvetica"
"Baden-Württemberg","Inula hirta","Rauher Alant","3","inula-hirta"
"Baden-Württemberg","Iris germanica","Deutsche Schwertlilie","V","iris-germanica"
"Baden-Württemberg","Iris sibirica","Sibirische Schwertlilie","2","iris-sibirica"
"Baden-Württemberg","Iris variegata","Bunte Schwertlilie","R","iris-variegata"
"Baden-Württemberg","Isoetes echinospora","Stachelsporiges Brachsenkraut","1","isoetes-echinospora"
"Baden-Württemberg","Isoetes lacustris","See-Brachsenkraut","2","isoetes-lacustris"
"Baden-Württemberg","Isolepis setacea","Borsten-Moorbinse","V","isolepis-setacea"
"Baden-Württemberg","Jasione laevis","Ausdauernde Sandrapunzel","3","jasione-laevis"
"Baden-Württemberg","Jasione montana","Berg-Sandrapunzel","V","jasione-montana"
"Baden-Württemberg","Juncus alpinoarticulatus","Gebirgs-Binse","V","juncus-alpinoarticulatus"
"Baden-Württemberg","Juncus bulbosus","Zwiebel-Binse","V","juncus-bulbosus"
"Baden-Württemberg","Juncus capitatus","Kopf-Binse","0","juncus-capitatus"
"Baden-Württemberg","Juncus filiformis","Faden-Binse","V","juncus-filiformis"
"Baden-Württemberg","Juncus gerardii","Salz-Binse","0","juncus-gerardii"
"Baden-Württemberg","Juncus sphaerocarpus","Kugelfrüchtige Binse","G","juncus-sphaerocarpus"
"Baden-Württemberg","Juncus squarrosus","Sparrige Binse","V","juncus-squarrosus"
"Baden-Württemberg","Juncus subnodulosus","Knoten-Binse","V","juncus-subnodulosus"
"Baden-Württemberg","Juncus tenageia","Sand-Binse","2","juncus-tenageia"
"Baden-Württemberg","Jurinea cyanoides","Silberscharte","1","jurinea-cyanoides"
"Baden-Württemberg","Kernera saxatilis","Kugelschötchen","3","kernera-saxatilis"
"Baden-Württemberg","Koeleria glauca","Blaugraue Kammschmiele","2","koeleria-glauca"
"Baden-Württemberg","Koeleria macrantha","Zierliche Kammschmiele","3","koeleria-macrantha"
"Baden-Württemberg","Lactuca perennis","Blauer Lattich","V","lactuca-perennis"
"Baden-Württemberg","Lactuca saligna","Weiden-Lattich","1","lactuca-saligna"
"Baden-Württemberg","Lactuca virosa","Gift-Lattich","2","lactuca-virosa"
"Baden-Württemberg","Lappula deflexa","Wald-Igelsame","R","lappula-deflexa"
"Baden-Württemberg","Lappula squarrosa","Gewöhnlicher Igelsame","1","lappula-squarrosa"
"Baden-Württemberg","Laserpitium prutenicum","Preußisches Laserkraut","2","laserpitium-prutenicum"
"Baden-Württemberg","Laserpitium siler","Berg-Laserkraut","3","laserpitium-siler"
"Baden-Württemberg","Lathyrus aphaca","Ranken-Platterbse","V","lathyrus-aphaca"
"Baden-Württemberg","Lathyrus bauhinii","Faden-Platterbse","2","lathyrus-bauhinii"
"Baden-Württemberg","Lathyrus heterophyllus","Verschiedenblättrige Platterbse","V","lathyrus-heterophyllus"
"Baden-Württemberg","Lathyrus hirsutus","Behaarte Platterbse","3","lathyrus-hirsutus"
"Baden-Württemberg","Lathyrus nissolia","Gras-Platterbse","2","lathyrus-nissolia"
"Baden-Württemberg","Lathyrus palustris","Sumpf-Platterbse","2","lathyrus-palustris"
"Baden-Württemberg","Lathyrus pannonicus ssp. collinus","Hügel-Platterbse","R","lathyrus-pannonicus"
"Baden-Württemberg","Ledum palustre","Sumpf-Porst","0","ledum-palustre"
"Baden-Württemberg","Leersia oryzoides","Reisquecke","3","leersia-oryzoides"
"Baden-Württemberg","Legousia hybrida","Kleiner Frauenspiegel","1","legousia-hybrida"
"Baden-Württemberg","Legousia speculum-veneris","Gewöhnlicher Frauenspiegel","3","legousia-speculum-veneris"
"Baden-Württemberg","Lemna trisulca","Dreifurchige Wasserlinse","V","lemna-trisulca"
"Baden-Württemberg","Leontodon helveticus","Schweizer Löwenzahn","V","leontodon-helveticus"
"Baden-Württemberg","Leontodon incanus","Grauer Löwenzahn","3","leontodon-incanus"
"Baden-Württemberg","Leonurus cardiaca ssp. cardiaca","Echter Löwenschwanz (i.e.S.)","2","leonurus-cardiaca"
"Baden-Württemberg","Lepidium graminifolium","Grasblättrige Kresse","3","lepidium-graminifolium"
"Baden-Württemberg","Leucojum vernum","Märzenbecher","V","leucojum-vernum"
"Baden-Württemberg","Ligusticum mutellina","Alpen-Mutterwurz","3","ligusticum-mutellina"
"Baden-Württemberg","Lilium bulbiferum","Feuer-Lilie","1","lilium-bulbiferum"
"Baden-Württemberg","Limodorum abortivum","Violetter Dingel","2","limodorum-abortivum"
"Baden-Württemberg","Limosella aquatica","Schlammkraut","3","limosella-aquatica"
"Baden-Württemberg","Linaria alpina","Alpen-Leinkraut","0","linaria-alpina"
"Baden-Württemberg","Linaria arvensis","Acker-Leinkraut","0","linaria-arvensis"
"Baden-Württemberg","Lindernia procumbens","Liegendes Büchsenkraut","2","lindernia-procumbens"
"Baden-Württemberg","Linum flavum","Gelber Lein","2","linum-flavum"
"Baden-Württemberg","Linum leonii","Lothringer Lein","1","linum-leonii"
