Bundesland,Wissenschaftlicher Name,Gefährdung,NaturaDB
Sachsen-Anhalt,Illecebrum verticillatum,1,not in naturadb
Sachsen-Anhalt,Inula germanica,V,not in naturadb
Sachsen-Anhalt,Isolepis fluitans,1,not in naturadb
Sachsen-Anhalt,Isolepis setacea,2,not in naturadb
Sachsen-Anhalt,Juncus acutiflorus,V,not in naturadb
Sachsen-Anhalt,Juncus alpinoarticulatus ssp. alpinoarticulatus,1,not in naturadb
Sachsen-Anhalt,Juncus atratus,1,not in naturadb
Sachsen-Anhalt,Juncus bulbosus,V,not in naturadb
Sachsen-Anhalt,Juncus capitatus,1,not in naturadb
Sachsen-Anhalt,Juncus filiformis,2,not in naturadb
Sachsen-Anhalt,Juncus gerardii ssp. gerardii,3,not in naturadb
Sachsen-Anhalt,Juncus sphaerocarpus,1,not in naturadb
Sachsen-Anhalt,Juncus squarrosus,3,not in naturadb
Sachsen-Anhalt,Juncus tenageia,1,not in naturadb
Sachsen-Anhalt,Jurinea cyanoides,2,not in naturadb
Sachsen-Anhalt,Kickxia elatine,3,not in naturadb
Sachsen-Anhalt,Lactuca quercina,2,not in naturadb
Sachsen-Anhalt,Lactuca saligna,0,not in naturadb
Sachsen-Anhalt,Lappula deflexa,R,not in naturadb
Sachsen-Anhalt,Lappula squarrosa,3,not in naturadb
Sachsen-Anhalt,Leersia oryzoides,3,not in naturadb
Sachsen-Anhalt,Legousia hybrida,1,not in naturadb
Sachsen-Anhalt,Leontodon saxatilis,2,not in naturadb
Sachsen-Anhalt,Lepidium coronopus,3,not in naturadb
Sachsen-Anhalt,Limosella aquatica,3,not in naturadb
Sachsen-Anhalt,Linaria arvensis,0,not in naturadb
Sachsen-Anhalt,Lindernia procumbens,1,not in naturadb
Sachsen-Anhalt,Linnaea borealis,0,not in naturadb
Sachsen-Anhalt,Linum catharticum,V,not in naturadb
Sachsen-Anhalt,Linum leonii,R,not in naturadb
Sachsen-Anhalt,Liparis loeselii,1,not in naturadb
Sachsen-Anhalt,Listera cordata,2,not in naturadb
Sachsen-Anhalt,Littorella uniflora,1,not in naturadb
Sachsen-Anhalt,Lolium remotum,0,not in naturadb
Sachsen-Anhalt,Ludwigia palustris,1,not in naturadb
Sachsen-Anhalt,Luronium natans,0,not in naturadb
Sachsen-Anhalt,Luzula pallescens,2,not in naturadb
Sachsen-Anhalt,Luzula sudetica,R,not in naturadb
Sachsen-Anhalt,Lycopodiella inundata,1,not in naturadb
Sachsen-Anhalt,Lycopodium annotinum,2,not in naturadb
Sachsen-Anhalt,Lycopodium clavatum,2,not in naturadb
Sachsen-Anhalt,Lycopus exaltatus,0,not in naturadb
Sachsen-Anhalt,Malva pusilla,2,not in naturadb
Sachsen-Anhalt,Malva thuringiaca,3,not in naturadb
Sachsen-Anhalt,Marrubium peregrinum,1,not in naturadb
Sachsen-Anhalt,Medicago minima,3,not in naturadb
Sachsen-Anhalt,Melampyrum cristatum,2,not in naturadb
Sachsen-Anhalt,Melilotus altissimus,2,not in naturadb
Sachsen-Anhalt,Melilotus dentatus,3,not in naturadb
Sachsen-Anhalt,Minuartia caespitosa,3,not in naturadb
Sachsen-Anhalt,Minuartia hybrida ssp. tenuifolia,0,not in naturadb
Sachsen-Anhalt,Minuartia viscosa,1,not in naturadb
Sachsen-Anhalt,Moenchia erecta,0,not in naturadb
Sachsen-Anhalt,Moneses uniflora,1,not in naturadb
Sachsen-Anhalt,Montia arvensis,1,not in naturadb
Sachsen-Anhalt,Montia fontana,1,not in naturadb
Sachsen-Anhalt,Montia fontana ssp. amporitana,1,not in naturadb
Sachsen-Anhalt,Muscari tenuiflorum,3,not in naturadb
Sachsen-Anhalt,Myosotis discolor,3,not in naturadb
Sachsen-Anhalt,Myosurus minimus,3,not in naturadb
Sachsen-Anhalt,Myriophyllum alterniflorum,R,not in naturadb
Sachsen-Anhalt,Najas marina ssp. intermedia,1,not in naturadb
Sachsen-Anhalt,Narthecium ossifragum,0,not in naturadb
Sachsen-Anhalt,Neottia nidus-avis,3,not in naturadb
Sachsen-Anhalt,Nepeta nuda,1,not in naturadb
Sachsen-Anhalt,Neslia paniculata,2,not in naturadb
Sachsen-Anhalt,Nonea erecta,V,not in naturadb
Sachsen-Anhalt,Odontites vernus,3,not in naturadb
Sachsen-Anhalt,Oenanthe fistulosa,2,not in naturadb
Sachsen-Anhalt,Omphalodes scorpioides,2,not in naturadb
Sachsen-Anhalt,Ophioglossum vulgatum,2,not in naturadb
Sachsen-Anhalt,Ophrys insectifera,3,not in naturadb
Sachsen-Anhalt,Orchis anthropophora,1,not in naturadb
Sachsen-Anhalt,Orchis coriophora,0,not in naturadb
Sachsen-Anhalt,Orchis mascula,3,not in naturadb
Sachsen-Anhalt,Orchis militaris,3,not in naturadb
Sachsen-Anhalt,Orchis morio,2,not in naturadb
Sachsen-Anhalt,Orchis pallens,3,not in naturadb
Sachsen-Anhalt,Orchis palustris,1,not in naturadb
Sachsen-Anhalt,Orchis purpurea,3,not in naturadb
Sachsen-Anhalt,Orchis pyramidalis,1,not in naturadb
Sachsen-Anhalt,Orchis tridentata,2,not in naturadb
Sachsen-Anhalt,Orchis ustulata,1,not in naturadb
Sachsen-Anhalt,Orobanche alba,1,not in naturadb
Sachsen-Anhalt,Orobanche alsatica,R,not in naturadb
Sachsen-Anhalt,Orobanche arenaria,1,not in naturadb
Sachsen-Anhalt,Orobanche artemisiae-campestris,1,not in naturadb
Sachsen-Anhalt,Orobanche bohemica,R,not in naturadb
Sachsen-Anhalt,Orobanche caryophyllacea,2,not in naturadb
Sachsen-Anhalt,Orobanche elatior,1,not in naturadb
Sachsen-Anhalt,Orobanche lutea,3,not in naturadb
Sachsen-Anhalt,Orobanche picridis,0,not in naturadb
Sachsen-Anhalt,Orobanche purpurea,1,not in naturadb
Sachsen-Anhalt,Orobanche ramosa,0,not in naturadb
Sachsen-Anhalt,Orobanche reticulata,3,not in naturadb
Sachsen-Anhalt,Orthilia secunda,3,not in naturadb
Sachsen-Anhalt,Papaver hybridum,1,not in naturadb
Sachsen-Anhalt,Parnassia palustris,1,not in naturadb
Sachsen-Anhalt,Pedicularis palustris,1,not in naturadb
Sachsen-Anhalt,Pedicularis sylvatica,2,not in naturadb
Sachsen-Anhalt,Peplis portula,3,not in naturadb
Sachsen-Anhalt,Persicaria mitis,3,not in naturadb
Sachsen-Anhalt,Phleum paniculatum,0,not in naturadb
Sachsen-Anhalt,Phyteuma adulterinum,0,not in naturadb
Sachsen-Anhalt,Pilularia globulifera,1,not in naturadb
Sachsen-Anhalt,Pinguicula vulgaris,1,not in naturadb
Sachsen-Anhalt,Plantago arenaria,3,not in naturadb
Sachsen-Anhalt,Plantago maritima,2,not in naturadb
Sachsen-Anhalt,Platanthera fornicata,3,not in naturadb
Sachsen-Anhalt,Poa badensis,3,not in naturadb
Sachsen-Anhalt,Poa bulbosa,V,not in naturadb
Sachsen-Anhalt,Poa remota,2,not in naturadb
Sachsen-Anhalt,Polycnemum arvense,0,not in naturadb
Sachsen-Anhalt,Polycnemum majus,0,not in naturadb
Sachsen-Anhalt,Polygala amarella,2,not in naturadb
Sachsen-Anhalt,Polygala serpyllifolia,1,not in naturadb
Sachsen-Anhalt,Polystichum lonchitis,2,not in naturadb
Sachsen-Anhalt,Potamogeton acutifolius,3,not in naturadb
Sachsen-Anhalt,Potamogeton alpinus,3,not in naturadb
Sachsen-Anhalt,Potamogeton angustifolius,1,not in naturadb
Sachsen-Anhalt,Potamogeton coloratus,0,not in naturadb
Sachsen-Anhalt,Potamogeton compressus,1,not in naturadb
Sachsen-Anhalt,Potamogeton friesii,2,not in naturadb
Sachsen-Anhalt,Potamogeton gramineus,1,not in naturadb
Sachsen-Anhalt,Potamogeton nitens,0,not in naturadb
Sachsen-Anhalt,Potamogeton nodosus,2,not in naturadb
Sachsen-Anhalt,Potamogeton obtusifolius,3,not in naturadb
Sachsen-Anhalt,Potamogeton polygonifolius,2,not in naturadb
Sachsen-Anhalt,Potamogeton praelongus,R,not in naturadb
Sachsen-Anhalt,Potamogeton pusillus,3,not in naturadb
Sachsen-Anhalt,Potamogeton rutilus,0,not in naturadb
Sachsen-Anhalt,Potamogeton trichoides,3,not in naturadb
Sachsen-Anhalt,Potentilla norvegica,3,not in naturadb
Sachsen-Anhalt,Potentilla supina,3,not in naturadb
Sachsen-Anhalt,Prunella laciniata,1,not in naturadb
Sachsen-Anhalt,Pseudorchis albida,0,not in naturadb
Sachsen-Anhalt,Puccinellia limosa,2,not in naturadb
Sachsen-Anhalt,Pulicaria vulgaris,3,not in naturadb
Sachsen-Anhalt,Pulsatilla alpina ssp. alba,1,not in naturadb
Sachsen-Anhalt,Pulsatilla vernalis,0,not in naturadb
Sachsen-Anhalt,Pyrola chlorantha,1,not in naturadb
Sachsen-Anhalt,Pyrola media,1,not in naturadb
Sachsen-Anhalt,Pyrola minor,2,not in naturadb
Sachsen-Anhalt,Pyrola rotundifolia,2,not in naturadb
Sachsen-Anhalt,Radiola linoides,1,not in naturadb
Sachsen-Anhalt,Ranunculus circinatus,3,not in naturadb
Sachsen-Anhalt,Ranunculus fluitans,3,not in naturadb
Sachsen-Anhalt,Ranunculus hederaceus,1,not in naturadb
Sachsen-Anhalt,Ranunculus illyricus,2,not in naturadb
Sachsen-Anhalt,Ranunculus peltatus ssp. baudotii,0,not in naturadb
Sachsen-Anhalt,Ranunculus penicillatus,3,not in naturadb
Sachsen-Anhalt,Ranunculus platanifolius,3,not in naturadb
Sachsen-Anhalt,Ranunculus sardous,2,not in naturadb
Sachsen-Anhalt,Rhinanthus glacialis,1,not in naturadb
Sachsen-Anhalt,Rhynchospora alba,1,not in naturadb
Sachsen-Anhalt,Rhynchospora fusca,0,not in naturadb
Sachsen-Anhalt,Rosa agrestis sa,3,not in naturadb
Sachsen-Anhalt,Rosa balsamica,3,not in naturadb
Sachsen-Anhalt,Rosa marginata,2,not in naturadb
Sachsen-Anhalt,Rosa pseudoscabriuscula,3,not in naturadb
Sachsen-Anhalt,Rubus affinis,2,not in naturadb
Sachsen-Anhalt,Rubus arrhenii,2,not in naturadb
Sachsen-Anhalt,Rubus atrichantherus,2,not in naturadb
Sachsen-Anhalt,Rubus bertramii,1,not in naturadb
Sachsen-Anhalt,Rubus canescens,1,not in naturadb
Sachsen-Anhalt,Rubus chloocladus,2,not in naturadb
Sachsen-Anhalt,Rubus chlorothyrsos,1,not in naturadb
Sachsen-Anhalt,Rubus condensatus,G,not in naturadb
Sachsen-Anhalt,Rubus constrictus,G,not in naturadb
Sachsen-Anhalt,Rubus dethardingii,1,not in naturadb
Sachsen-Anhalt,Rubus elegantispinosus,1,not in naturadb
Sachsen-Anhalt,Rubus ferocior,G,not in naturadb
Sachsen-Anhalt,Rubus fioniae,2,not in naturadb
Sachsen-Anhalt,Rubus goniophorus,2,not in naturadb
Sachsen-Anhalt,Rubus hallandicus,1,not in naturadb
Sachsen-Anhalt,Rubus integribasis,G,not in naturadb
Sachsen-Anhalt,Rubus josefianus,2,not in naturadb
Sachsen-Anhalt,Rubus lividus,G,not in naturadb
Sachsen-Anhalt,Rubus macrothyrsus,2,not in naturadb
Sachsen-Anhalt,Rubus meierottii,1,not in naturadb
Sachsen-Anhalt,Rubus sorbicus,G,not in naturadb
Sachsen-Anhalt,Rubus wahlbergii,2,not in naturadb
Sachsen-Anhalt,Rubus xiphophorus,1,not in naturadb
Sachsen-Anhalt,Rumex arifolius,R,not in naturadb
Sachsen-Anhalt,Ruppia maritima,0,not in naturadb
Sachsen-Anhalt,Sagina maritima,0,not in naturadb
Sachsen-Anhalt,Salicornia europaea ssp. brachystachya,3,not in naturadb
Sachsen-Anhalt,Samolus valerandi,3,not in naturadb
Sachsen-Anhalt,Saxifraga hirculus,0,not in naturadb
Sachsen-Anhalt,Saxifraga rosacea,3,not in naturadb
Sachsen-Anhalt,Scheuchzeria palustris,0,not in naturadb
Sachsen-Anhalt,Schoenoplectus supinus,0,not in naturadb
Sachsen-Anhalt,Schoenus ferrugineus,0,not in naturadb
Sachsen-Anhalt,Scilla vindobonensis,R,not in naturadb
Sachsen-Anhalt,Scirpoides holoschoenus ssp. australis,1,not in naturadb
Sachsen-Anhalt,Scirpus radicans,3,not in naturadb
Sachsen-Anhalt,Scleranthus verticillatus,1,not in naturadb
Sachsen-Anhalt,Sclerochloa dura,2,not in naturadb
Sachsen-Anhalt,Scolochloa festucacea,3,not in naturadb
Sachsen-Anhalt,Scorzonera laciniata,2,not in naturadb
Sachsen-Anhalt,Scorzonera parviflora,1,not in naturadb
Sachsen-Anhalt,Scutellaria hastifolia,3,not in naturadb
Sachsen-Anhalt,Sedum villosum,0,not in naturadb
Sachsen-Anhalt,Selaginella selaginoides,0,not in naturadb
Sachsen-Anhalt,Senecio erraticus,1,not in naturadb
Sachsen-Anhalt,Senecio germanicus,1,not in naturadb
Sachsen-Anhalt,Setaria verticillata,3,not in naturadb
Sachsen-Anhalt,Setaria verticilliformis,3,not in naturadb
Sachsen-Anhalt,Sisymbrium austriacum,2,not in naturadb
Sachsen-Anhalt,Sisymbrium strictissimum,0,not in naturadb
Sachsen-Anhalt,Sparganium natans,2,not in naturadb
Sachsen-Anhalt,Spergula pentandra,2,not in naturadb
Sachsen-Anhalt,Spergularia echinosperma,R,not in naturadb
Sachsen-Anhalt,Spiranthes spiralis,2,not in naturadb
Sachsen-Anhalt,Stachys annua,1,not in naturadb
Sachsen-Anhalt,Stachys arvensis,2,not in naturadb
Sachsen-Anhalt,Stellaria glochidosperma,2,not in naturadb
Sachsen-Anhalt,Stipa borysthenica,0,not in naturadb
Sachsen-Anhalt,Stipa dasyphylla,0,not in naturadb
Sachsen-Anhalt,Stipa tirsa,2,not in naturadb
Sachsen-Anhalt,Suaeda maritima,3,not in naturadb
Sachsen-Anhalt,Symphytum bohemicum,3,not in naturadb
Sachsen-Anhalt,Taraxacum balticum,0,not in naturadb
Sachsen-Anhalt,Taraxacum bavaricum,0,not in naturadb
Sachsen-Anhalt,Taraxacum brandenburgicum,0,not in naturadb
Sachsen-Anhalt,Taraxacum frisicum,0,not in naturadb
Sachsen-Anhalt,Taraxacum hollandicum,0,not in naturadb
Sachsen-Anhalt,Taraxacum nordstedtii,1,not in naturadb
Sachsen-Anhalt,Taraxacum palustre,0,not in naturadb
Sachsen-Anhalt,Taraxacum paucilobum,0,not in naturadb
Sachsen-Anhalt,Taraxacum subalpinum,3,not in naturadb
Sachsen-Anhalt,Taraxacum trilobifolium,0,not in naturadb
Sachsen-Anhalt,Tephroseris integrifolia,1,not in naturadb
Sachsen-Anhalt,Tephroseris palustris,1,not in naturadb
Sachsen-Anhalt,Thalictrum aquilegiifolium,3,not in naturadb
Sachsen-Anhalt,Thalictrum simplex ssp. tenuifolium,2,not in naturadb
Sachsen-Anhalt,Thelypteris limbosperma,3,not in naturadb
Sachsen-Anhalt,Thesium alpinum,1,not in naturadb
Sachsen-Anhalt,Thesium ebracteatum,0,not in naturadb
Sachsen-Anhalt,Thesium linophyllon,3,not in naturadb
Sachsen-Anhalt,Thesium pyrenaicum,3,not in naturadb
Sachsen-Anhalt,Tofieldia calyculata,0,not in naturadb
Sachsen-Anhalt,Tordylium maximum,1,not in naturadb
Sachsen-Anhalt,Torilis arvensis ssp. recta,3,not in naturadb
Sachsen-Anhalt,Trichophorum alpinum,0,not in naturadb
Sachsen-Anhalt,Trichophorum germanicum,2,not in naturadb
Sachsen-Anhalt,Trifolium aureum,3,not in naturadb
Sachsen-Anhalt,Trifolium fragiferum,3,not in naturadb
Sachsen-Anhalt,Trifolium ochroleucon,0,not in naturadb
Sachsen-Anhalt,Trifolium retusum,1,not in naturadb
Sachsen-Anhalt,Trifolium spadiceum,2,not in naturadb
Sachsen-Anhalt,Trifolium striatum,3,not in naturadb
Sachsen-Anhalt,Triglochin maritima,2,not in naturadb
Sachsen-Anhalt,Triglochin palustris,2,not in naturadb
Sachsen-Anhalt,Tuberaria guttata,0,not in naturadb
Sachsen-Anhalt,Urtica urens,V,not in naturadb
Sachsen-Anhalt,Utricularia australis,V,not in naturadb
Sachsen-Anhalt,Utricularia intermedia,1,not in naturadb
Sachsen-Anhalt,Utricularia minor,2,not in naturadb
Sachsen-Anhalt,Utricularia ochroleuca,1,not in naturadb
Sachsen-Anhalt,Valeriana excelsa,3,not in naturadb
Sachsen-Anhalt,Valeriana pratensis ssp. angustifolia,3,not in naturadb
Sachsen-Anhalt,Valerianella dentata,3,not in naturadb
Sachsen-Anhalt,Valerianella rimosa,1,not in naturadb
Sachsen-Anhalt,Ventenata dubia,0,not in naturadb
Sachsen-Anhalt,Veronica agrestis,2,not in naturadb
Sachsen-Anhalt,Veronica anagalloides,2,not in naturadb
Sachsen-Anhalt,Veronica dillenii,2,not in naturadb
Sachsen-Anhalt,Veronica polita,V,not in naturadb
Sachsen-Anhalt,Veronica praecox,3,not in naturadb
Sachsen-Anhalt,Veronica scutellata,V,not in naturadb
Sachsen-Anhalt,Veronica triloba,0,not in naturadb
Sachsen-Anhalt,Veronica triphyllos,V,not in naturadb
Sachsen-Anhalt,Veronica verna,3,not in naturadb
Sachsen-Anhalt,Vicia lathyroides,V,not in naturadb
Sachsen-Anhalt,Viola collina,1,not in naturadb
Sachsen-Anhalt,Viola pumila,2,not in naturadb
Sachsen-Anhalt,Viola stagnina,3,not in naturadb
Sachsen-Anhalt,Vulpia bromoides,3,not in naturadb
Sachsen-Anhalt,Zannichellia palustris,3,not in naturadb
Sachsen-Anhalt,Zannichellia palustris ssp. pedicellata,3,not in naturadb
Schleswig-Holstein,Achillea collina,1,not in naturadb
Schleswig-Holstein,Agrostis canina,3,not in naturadb
Schleswig-Holstein,Agrostis canina,3,not in naturadb
Schleswig-Holstein,Aira caryophyllea,3,not in naturadb
Schleswig-Holstein,Aira praecox,3,not in naturadb
Schleswig-Holstein,Ajuga pyramidalis,0,not in naturadb
Schleswig-Holstein,Alchemilla glaucescens,G,not in naturadb
Schleswig-Holstein,Alchemilla filicaulis,1,not in naturadb
Schleswig-Holstein,Alchemilla glabra,3,not in naturadb
Schleswig-Holstein,Alchemilla micans,3,not in naturadb
Schleswig-Holstein,Alchemilla monticola,2,not in naturadb
Schleswig-Holstein,Alchemilla subcrenata,G,not in naturadb
Schleswig-Holstein,Alisma gramineum,2,not in naturadb
Schleswig-Holstein,Allium oleraceum,3,not in naturadb
Schleswig-Holstein,Allium scorodoprasum,3,not in naturadb
Schleswig-Holstein,Alopecurus aequalis,3,not in naturadb
Schleswig-Holstein,Anagallis minima,1,not in naturadb
Schleswig-Holstein,Anthemis cotula,2,not in naturadb
Schleswig-Holstein,Anthoxanthum aristatum,2,not in naturadb
Schleswig-Holstein,Anthriscus caucalis,3,not in naturadb
Schleswig-Holstein,Aphanes australis,2,not in naturadb
Schleswig-Holstein,Arabidopsis arenosa,2,not in naturadb
Schleswig-Holstein,Aristolochia clematitis,1,not in naturadb
Schleswig-Holstein,Arnoseris minima,1,not in naturadb
Schleswig-Holstein,Asperugo procumbens,0,not in naturadb
Schleswig-Holstein,Asplenium septentrionale,0,not in naturadb
Schleswig-Holstein,Atriplex laciniata,1,not in naturadb
Schleswig-Holstein,Atriplex pedunculata,2,not in naturadb
Schleswig-Holstein,Atriplex glabriuscula,3,not in naturadb
Schleswig-Holstein,Atriplex longipes,V,not in naturadb
Schleswig-Holstein,Atriplex rosea,0,not in naturadb
Schleswig-Holstein,Avena fatua,3,not in naturadb
Schleswig-Holstein,Avena strigosa,0,not in naturadb
Schleswig-Holstein,Betonica officinalis,1,not in naturadb
Schleswig-Holstein,Blysmus compressus,2,not in naturadb
Schleswig-Holstein,Blysmus rufus,1,not in naturadb
Schleswig-Holstein,Bolboschoenus laticarpus,R,not in naturadb
Schleswig-Holstein,Botrychium lunaria,1,not in naturadb
Schleswig-Holstein,Botrychium matricariifolium,0,not in naturadb
Schleswig-Holstein,Botrychium multifidum,0,not in naturadb
Schleswig-Holstein,Bromus arvensis,1,not in naturadb
Schleswig-Holstein,Bromus hordeaceus ssp. thominei,3,not in naturadb
Schleswig-Holstein,Bromus commutatus ssp. commutatus,1,not in naturadb
Schleswig-Holstein,Bromus racemosus,2,not in naturadb
Schleswig-Holstein,Bromus ramosus,3,not in naturadb
Schleswig-Holstein,Bromus benekenii,2,not in naturadb
Schleswig-Holstein,Bromus ramosus,3,not in naturadb
Schleswig-Holstein,Bromus secalinus,V,not in naturadb
Schleswig-Holstein,Buglossoides arvensis,1,not in naturadb
Schleswig-Holstein,Bupleurum tenuissimum,1,not in naturadb
Schleswig-Holstein,Calamagrostis stricta,1,not in naturadb
Schleswig-Holstein,Callitriche hermaphroditica,V,not in naturadb
Schleswig-Holstein,Callitriche brutia,1,not in naturadb
Schleswig-Holstein,Callitriche hamulata,3,not in naturadb
Schleswig-Holstein,Callitriche obtusangula,1,not in naturadb
Schleswig-Holstein,Callitriche stagnalis,3,not in naturadb
Schleswig-Holstein,Calystegia soldanella,1,not in naturadb
Schleswig-Holstein,Camelina sativa,1,not in naturadb
Schleswig-Holstein,Camelina alyssum,0,not in naturadb
Schleswig-Holstein,Camelina microcarpa ssp. pilosa,1,not in naturadb
Schleswig-Holstein,Camelina sativa,0,not in naturadb
Schleswig-Holstein,Cardamine dentata,V,not in naturadb
Schleswig-Holstein,Carex appropinquata,2,not in naturadb
Schleswig-Holstein,Carex colchica,1,not in naturadb
Schleswig-Holstein,Carex pseudobrizoides,2,not in naturadb
Schleswig-Holstein,Carex bohemica,0,not in naturadb
Schleswig-Holstein,Carex canescens,V,not in naturadb
Schleswig-Holstein,Carex cespitosa,2,not in naturadb
Schleswig-Holstein,Carex chordorrhiza,0,not in naturadb
Schleswig-Holstein,Carex dioica,1,not in naturadb
Schleswig-Holstein,Carex distans,3,not in naturadb
Schleswig-Holstein,Carex disticha,V,not in naturadb
Schleswig-Holstein,Carex echinata,2,not in naturadb
Schleswig-Holstein,Carex elongata,V,not in naturadb
Schleswig-Holstein,Carex elytroides,V,not in naturadb
Schleswig-Holstein,Carex extensa,2,not in naturadb
Schleswig-Holstein,Carex demissa,2,not in naturadb
Schleswig-Holstein,Carex lepidocarpa,1,not in naturadb
Schleswig-Holstein,Carex viridula,1,not in naturadb
Schleswig-Holstein,Carex hartmaniorum,0,not in naturadb
Schleswig-Holstein,Carex hostiana,1,not in naturadb
Schleswig-Holstein,Carex lasiocarpa,2,not in naturadb
Schleswig-Holstein,Carex limosa,1,not in naturadb
Schleswig-Holstein,Carex muricata,V,not in naturadb
Schleswig-Holstein,Carex pairae,V,not in naturadb
Schleswig-Holstein,Carex polyphylla,3,not in naturadb
Schleswig-Holstein,Carex pallescens,3,not in naturadb
Schleswig-Holstein,Carex pauciflora,0,not in naturadb
Schleswig-Holstein,Carex praecox,1,not in naturadb
Schleswig-Holstein,Carex pulicaris,1,not in naturadb
Schleswig-Holstein,Carex trinervis,0,not in naturadb
Schleswig-Holstein,Carex vesicaria,3,not in naturadb
Schleswig-Holstein,Carex otrubae,V,not in naturadb
Schleswig-Holstein,Catabrosa aquatica,1,not in naturadb
Schleswig-Holstein,Centaurium littorale,3,not in naturadb
Schleswig-Holstein,Centaurium pulchellum,2,not in naturadb
Schleswig-Holstein,Cephalanthera longifolia,0,not in naturadb
Schleswig-Holstein,Cerastium brachypetalum,1,not in naturadb
Schleswig-Holstein,Cerastium diffusum,2,not in naturadb
Schleswig-Holstein,Cerastium pumilum,1,not in naturadb
Schleswig-Holstein,Cerastium glutinosum,1,not in naturadb
Schleswig-Holstein,Cerastium pumilum,1,not in naturadb
Schleswig-Holstein,Chaenorhinum minus,3,not in naturadb
Schleswig-Holstein,Chenopodium strictum,G,not in naturadb
Schleswig-Holstein,Chenopodium murale,0,not in naturadb
Schleswig-Holstein,Chenopodium chenopodioides,2,not in naturadb
Schleswig-Holstein,Chenopodium urbicum,0,not in naturadb
Schleswig-Holstein,Chenopodium vulvaria,0,not in naturadb
Schleswig-Holstein,Chimaphila umbellata,0,not in naturadb
