Bundesland,Wissenschaftlicher Name,Gefährdung
Baden-Württemberg,Orobanche minor,V
Baden-Württemberg,Orobanche picridis,2
Baden-Württemberg,Orobanche purpurea,2
Baden-Württemberg,Orobanche ramosa,3
Baden-Württemberg,Orobanche rapum-genistae,2
Baden-Württemberg,Orobanche reticulata,2
Baden-Württemberg,Orobanche salviae,R
Baden-Württemberg,Orobanche teucrii,3
Baden-Württemberg,Orthilia secunda,V
Baden-Württemberg,Osmunda regalis,2
Baden-Württemberg,Oxytropis pilosa,1
Baden-Württemberg,Papaver argemone,V
Baden-Württemberg,Papaver dubium,V
Baden-Württemberg,Parietaria officinalis,2
Baden-Württemberg,Parnassia palustris,3
Baden-Württemberg,Pedicularis foliosa,2
Baden-Württemberg,Pedicularis palustris,2
Baden-Württemberg,Pedicularis sceptrum-carolinum,2
Baden-Württemberg,Pedicularis sylvatica,3
Baden-Württemberg,Persicaria vivipara,2
Baden-Württemberg,Petasites paradoxus,2
Baden-Württemberg,Petrorhagia prolifera,V
Baden-Württemberg,Peucedanum alsaticum,3
Baden-Württemberg,Peucedanum carvifolia,0
Baden-Württemberg,Peucedanum cervaria,V
Baden-Württemberg,Peucedanum officinale,3
Baden-Württemberg,Peucedanum oreoselinum,3
Baden-Württemberg,Peucedanum ostruthium,3
Baden-Württemberg,Peucedanum palustre,3
Baden-Württemberg,Phleum paniculatum,1
Baden-Württemberg,Phleum phleoides,3
Baden-Württemberg,Phyteuma orbiculare,3
Baden-Württemberg,Phyteuma orbiculare ssp. orbiculare,3
Baden-Württemberg,Phyteuma orbiculare ssp. tenerum,3
Baden-Württemberg,Pilularia globulifera,2
Baden-Württemberg,Pinguicula alpina,1
Baden-Württemberg,Pinguicula vulgaris,3
Baden-Württemberg,Pinus mugo ssp. mugo,R
Baden-Württemberg,Pinus mugo ssp. rotundata,3
Baden-Württemberg,Platanthera bifolia,V
Baden-Württemberg,Platanthera chlorantha,V
Baden-Württemberg,Poa alpina,2
Baden-Württemberg,Poa badensis,0
Baden-Württemberg,Poa cenisia,2
Baden-Württemberg,Poa langiana,0
Baden-Württemberg,Polemonium caeruleum,V
Baden-Württemberg,Polycarpon tetraphyllum,2
Baden-Württemberg,Polycnemum arvense,1
Baden-Württemberg,Polycnemum majus,2
Baden-Württemberg,Polygala amara ssp. brachyptera,0
Baden-Württemberg,Polygala amarella,V
Baden-Württemberg,Polygala calcarea,1
Baden-Württemberg,Polygala chamaebuxus,3
Baden-Württemberg,Polygala serpyllifolia,3
Baden-Württemberg,Polygala vulgaris ssp. collina,G
Baden-Württemberg,Polygala vulgaris ssp. oxyptera,G
Baden-Württemberg,Polystichum braunii,2
Baden-Württemberg,Populus nigra,2
Baden-Württemberg,Potamogeton acutifolius,2
Baden-Württemberg,Potamogeton alpinus,2
Baden-Württemberg,Potamogeton x angustifolius,V
Baden-Württemberg,Potamogeton coloratus,0
Baden-Württemberg,Potamogeton filiformis,0
Baden-Württemberg,Potamogeton friesii,V
Baden-Württemberg,Potamogeton gramineus,2
Baden-Württemberg,Potamogeton helveticus,1
Baden-Württemberg,Potamogeton x nitens,0
Baden-Württemberg,Potamogeton obtusifolius,3
Baden-Württemberg,Potamogeton polygonifolius,1
Baden-Württemberg,Potamogeton praelongus,1
Baden-Württemberg,Potentilla alba,2
Baden-Württemberg,Potentilla aurea,V
Baden-Württemberg,Potentilla collina,G
Baden-Württemberg,Potentilla heptaphylla,V
Baden-Württemberg,Potentilla incana,3
Baden-Württemberg,Potentilla inclinata,G
Baden-Württemberg,Potentilla palustris,3
Baden-Württemberg,Potentilla praecox,G
Baden-Württemberg,Potentilla pusilla,G
Baden-Württemberg,Potentilla rupestris,2
Baden-Württemberg,Potentilla sordida,G
Baden-Württemberg,Primula auricula,3
Baden-Württemberg,Primula farinosa ssp. alpigena,2
Baden-Württemberg,Primula hirsuta,1
Baden-Württemberg,Primula veris ssp. veris,V
Baden-Württemberg,Primula vulgaris,2
Baden-Württemberg,Pritzelago alpina,0
Baden-Württemberg,Prunella grandiflora,V
Baden-Württemberg,Prunella laciniata,3
Baden-Württemberg,Pseudognaphalium luteoalbum,1
Baden-Württemberg,Pseudolysimachion longifolium,2
Baden-Württemberg,Pseudolysimachion spicatum,2
Baden-Württemberg,Pseudorchis albida,2
Baden-Württemberg,Pulicaria vulgaris,2
Baden-Württemberg,Pulmonaria collina,2
Baden-Württemberg,Pulmonaria mollis,3
Baden-Württemberg,Pulmonaria montana,3
Baden-Württemberg,Pulsatilla vulgaris,3
Baden-Württemberg,Pyrola chlorantha,2
Baden-Württemberg,Pyrola minor,3
Baden-Württemberg,Pyrola rotundifolia,3
Baden-Württemberg,Pyrus pyraster,V
Baden-Württemberg,Quercus x calvescens,V
Baden-Württemberg,Quercus pubescens,V
Baden-Württemberg,Radiola linoides,0
Baden-Württemberg,Ranunculus aquatilis,G
Baden-Württemberg,Ranunculus arvensis,3
Baden-Württemberg,Ranunculus alnetorum,R
Baden-Württemberg,Ranunculus cassubicifolius,R
Baden-Württemberg,Ranunculus haasii,G
Baden-Württemberg,Ranunculus indecorus,G
Baden-Württemberg,Ranunculus kunzii,2
Baden-Württemberg,Ranunculus lunaris,2
Baden-Württemberg,Ranunculus macrotis,R
Baden-Württemberg,Ranunculus breyninus,3
Baden-Württemberg,Ranunculus carinthiacus,2
Baden-Württemberg,Ranunculus circinatus,3
Baden-Württemberg,Ranunculus lingua,2
Baden-Württemberg,Ranunculus montanus,2
Baden-Württemberg,Ranunculus platanifolius,V
Baden-Württemberg,Ranunculus polyanthemos ssp. nemorosus,V
Baden-Württemberg,Ranunculus polyanthemos ssp. polyanthemophyllos,G
Baden-Württemberg,Ranunculus polyanthemos ssp. polyanthemos,G
Baden-Württemberg,Ranunculus reptans,2
Baden-Württemberg,Ranunculus sardous,2
Baden-Württemberg,Rapistrum rugosum,3
Baden-Württemberg,Rhamnus saxatilis,2
Baden-Württemberg,Rhinanthus angustifolius,G
Baden-Württemberg,Rhinanthus glacialis,V
Baden-Württemberg,Rhodiola rosea,R
Baden-Württemberg,Rhododendron ferrugineum,0
Baden-Württemberg,Rhynchospora alba,3
Baden-Württemberg,Rhynchospora fusca,2
Baden-Württemberg,Ribes petraeum,V
Baden-Württemberg,Rosa agrestis,3
Baden-Württemberg,Rosa caesia,3
Baden-Württemberg,Rosa elliptica,2
Baden-Württemberg,Rosa gallica,3
Baden-Württemberg,Rosa glauca,3
Baden-Württemberg,Rosa jundzillii,3
Baden-Württemberg,Rosa majalis,2
Baden-Württemberg,Rosa micrantha,3
Baden-Württemberg,Rosa pendulina,V
Baden-Württemberg,Rosa pimpinellifolia,V
Baden-Württemberg,Rosa stylosa,V
Baden-Württemberg,Rosa tomentella,V
Baden-Württemberg,Rosa villosa,2
Baden-Württemberg,Rubus chamaemorus,0
Baden-Württemberg,Rumex aquaticus,3
Baden-Württemberg,Rumex hydrolapathum,V
Baden-Württemberg,Rumex maritimus,3
Baden-Württemberg,Rumex pulcher,1
Baden-Württemberg,Ruta graveolens,3
Baden-Württemberg,Sagina nodosa,1
Baden-Württemberg,Sagina saginoides,R
Baden-Württemberg,Salix daphnoides,2
Baden-Württemberg,Salix elaeagnos,V
Baden-Württemberg,Salix pentandra,3
Baden-Württemberg,Salix repens ssp. repens,3
Baden-Württemberg,Salix repens ssp. rosmarinifolia,G
Baden-Württemberg,Salix starkeana,2
Baden-Württemberg,Salvia nemorosa,2
Baden-Württemberg,Salvinia natans,1
Baden-Württemberg,Samolus valerandi,3
Baden-Württemberg,Saxifraga aizoides,1
Baden-Württemberg,Saxifraga granulata,V
Baden-Württemberg,Saxifraga hirculus,0
Baden-Württemberg,Saxifraga mutata,R
Baden-Württemberg,Saxifraga oppositifolia ssp. amphibia,0
Baden-Württemberg,Saxifraga paniculata,V
Baden-Württemberg,Saxifraga rosacea,3
Baden-Württemberg,Saxifraga stellaris ssp. robusta,3
Baden-Württemberg,Scabiosa canescens,2
Baden-Württemberg,Scandix pecten-veneris,2
Baden-Württemberg,Scheuchzeria palustris,2
Baden-Württemberg,Schoenoplectus x carinatus,1
Baden-Württemberg,Schoenoplectus mucronatus,0
Baden-Württemberg,Schoenoplectus supinus,2
Baden-Württemberg,Schoenoplectus tabernaemontani,V
Baden-Württemberg,Schoenoplectus triqueter,1
Baden-Württemberg,Schoenus ferrugineus,3
Baden-Württemberg,Schoenus x intermedius,G
Baden-Württemberg,Schoenus nigricans,2
Baden-Württemberg,Scirpus radicans,1
Baden-Württemberg,Scleranthus perennis,2
Baden-Württemberg,Sclerochloa dura,2
Baden-Württemberg,Scorzonera austriaca,1
Baden-Württemberg,Scorzonera hispanica,G
Baden-Württemberg,Scorzonera humilis,3
Baden-Württemberg,Scorzonera laciniata,1
Baden-Württemberg,Scrophularia auriculata,0
Baden-Württemberg,Scutellaria minor,3
Baden-Württemberg,Sedum annuum,2
Baden-Württemberg,Sedum dasyphyllum,3
Baden-Württemberg,Sedum rubens,0
Baden-Württemberg,Sedum villosum,1
Baden-Württemberg,Selaginella helvetica,0
Baden-Württemberg,Selaginella selaginoides,3
Baden-Württemberg,Selinum carvifolia,3
Baden-Württemberg,Selinum venosum,1
Baden-Württemberg,Sempervivum x barbulatum,R
Baden-Württemberg,Sempervivum tectorum,V
Baden-Württemberg,Senecio cordatus,V
Baden-Württemberg,Senecio paludosus,V
Baden-Württemberg,Serratula tinctoria,3
Baden-Württemberg,Seseli annuum,2
Baden-Württemberg,Seseli hippomarathrum,2
Baden-Württemberg,Seseli libanotis,V
Baden-Württemberg,Silene conica,2
Baden-Württemberg,Silene gallica,1
Baden-Württemberg,Silene linicola,0
Baden-Württemberg,Silene otites,2
Baden-Württemberg,Sisymbrium austriacum,V
Baden-Württemberg,Sisymbrium orientale,R
Baden-Württemberg,Sium latifolium,3
Baden-Württemberg,Soldanella alpina,3
Baden-Württemberg,Sorbus chamaemespilus,R
Baden-Württemberg,Sorbus domestica,V
Baden-Württemberg,Sparganium angustifolium,1
Baden-Württemberg,Sparganium erectum ssp. microcarpum,R
Baden-Württemberg,Sparganium natans,2
Baden-Württemberg,Spergula morisonii,2
Baden-Württemberg,Spergularia maritima,R
Baden-Württemberg,Spergularia salina,0
Baden-Württemberg,Spergularia segetalis,0
Baden-Württemberg,Spiranthes aestivalis,1
Baden-Württemberg,Spiranthes spiralis,2
Baden-Württemberg,Stachys annua,3
Baden-Württemberg,Stachys arvensis,2
Baden-Württemberg,Stachys germanica,V
Baden-Württemberg,Stellaria crassifolia,0
Baden-Württemberg,Stellaria palustris,2
Baden-Württemberg,Stipa calamagrostis,2
Baden-Württemberg,Stipa capillata,2
Baden-Württemberg,Stipa eriocaulis ssp. austriaca,2
Baden-Württemberg,Stipa eriocaulis ssp. lutetiana,2
Baden-Württemberg,Stipa pennata,3
Baden-Württemberg,Stipa pulcherrima,1
Baden-Württemberg,Stratiotes aloides,0
Baden-Württemberg,Streptopus amplexifolius,2
Baden-Württemberg,Subularia aquatica,0
Baden-Württemberg,Swertia perennis,2
Baden-Württemberg,Taraxacum sectio,2
Baden-Württemberg,Taxus baccata,3
Baden-Württemberg,Teesdalia nudicaulis,2
Baden-Württemberg,Tephroseris helenitis,2
Baden-Württemberg,Teucrium botrys,V
Baden-Württemberg,Teucrium montanum,3
Baden-Württemberg,Teucrium scordium,1
Baden-Württemberg,Thalictrum aquilegiifolium,V
Baden-Württemberg,Thalictrum minus,3
Baden-Württemberg,Thalictrum simplex ssp. galioides,2
Baden-Württemberg,Thelypteris palustris,3
Baden-Württemberg,Thesium alpinum,2
Baden-Württemberg,Thesium bavarum,V
Baden-Württemberg,Thesium linophyllon,2
Baden-Württemberg,Thesium pyrenaicum,3
Baden-Württemberg,Thesium rostratum,2
Baden-Württemberg,Thymelaea passerina,2
Baden-Württemberg,Thymus praecox ssp. polytrichus,R
Baden-Württemberg,Thymus serpyllum,2
Baden-Württemberg,Tofieldia calyculata,3
Baden-Württemberg,Tragus racemosus,V
Baden-Württemberg,Trapa natans,2
Baden-Württemberg,Traunsteinera globosa,1
Baden-Württemberg,Trichophorum alpinum,2
Baden-Württemberg,Trichophorum cespitosum,V
Baden-Württemberg,Trichophorum germanicum,V
Baden-Württemberg,Trientalis europaea,3
Baden-Württemberg,Trifolium alpestre,V
Baden-Württemberg,Trifolium aureum,V
Baden-Württemberg,Trifolium fragiferum,3
Baden-Württemberg,Trifolium montanum,3
Baden-Württemberg,Trifolium ochroleucon,2
Baden-Württemberg,Trifolium rubens,3
Baden-Württemberg,Trifolium scabrum,1
Baden-Württemberg,Trifolium spadiceum,2
Baden-Württemberg,Trifolium striatum,1
Baden-Württemberg,Triglochin palustre,2
Baden-Württemberg,Trinia glauca,2
Baden-Württemberg,Trollius europaeus,3
Baden-Württemberg,Tulipa sylvestris,3
Baden-Württemberg,Turgenia latifolia,1
Baden-Württemberg,Typha angustifolia,V
Baden-Württemberg,Typha minima,1
Baden-Württemberg,Typha shuttleworthii,1
Baden-Württemberg,Ulmus laevis,V
Baden-Württemberg,Utricularia bremii,0
Baden-Württemberg,Utricularia intermedia,2
Baden-Württemberg,Utricularia minor,2
Baden-Württemberg,Utricularia ochroleuca,1
Baden-Württemberg,Utricularia stygia,1
Baden-Württemberg,Utricularia vulgaris,2
Baden-Württemberg,Vaccaria hispanica,1
Baden-Württemberg,Vaccinium oxycoccos,3
Baden-Württemberg,Vaccinium uliginosum,V
Baden-Württemberg,Vaccinium vitis-idaea,3
Baden-Württemberg,Valerianella rimosa,2
Baden-Württemberg,Veratrum album ssp. lobelianum,V
Baden-Württemberg,Veronica acinifolia,1
Baden-Württemberg,Veronica austriaca,3
Baden-Württemberg,Veronica fruticans,3
Baden-Württemberg,Veronica opaca,2
Baden-Württemberg,Veronica praecox,3
Baden-Württemberg,Veronica satureiifolia,2
Baden-Württemberg,Veronica scutellata,3
Baden-Württemberg,Veronica serpyllifolia ssp. humifusa,R
Baden-Württemberg,Veronica triphyllos,3
Baden-Württemberg,Veronica urticifolia,V
Baden-Württemberg,Veronica verna,2
Baden-Württemberg,Vicia cassubica,1
Baden-Württemberg,Vicia lathyroides,V
Baden-Württemberg,Vicia narbonensis,1
Baden-Württemberg,Vicia pisiformis,2
Baden-Württemberg,Viola alba ssp. alba,V
Baden-Württemberg,Viola alba ssp. scotophylla,G
Baden-Württemberg,Viola canina ssp. canina,3
Baden-Württemberg,Viola canina ssp. montana,G
Baden-Württemberg,Viola canina ssp. schultzii,0
Baden-Württemberg,Viola elatior,2
Baden-Württemberg,Viola palustris,V
Baden-Württemberg,Viola pumila,2
Baden-Württemberg,Viola rupestris,2
Baden-Württemberg,Viola stagnina,1
Baden-Württemberg,Vitis vinifera ssp. sylvestris,1
Baden-Württemberg,Vulpia bromoides,3
Baden-Württemberg,Wahlenbergia hederacea,1
Baden-Württemberg,Willemetia stipitata,2
Baden-Württemberg,Woodsia ilvensis,1
Baden-Württemberg,Xanthium strumarium,1
Bayern,Aldrovanda vesiculosa,0
Bayern,Anarrhinum bellidifolium,0
Bayern,Apium graveolens,0
Bayern,Asperula arvensis,0
Bayern,Asplenium fontanum,0
Bayern,Callitriche hermaphroditica,0
Bayern,Camelina alyssum,0
Bayern,Cardamine parviflora,0
Bayern,Carex brunnescens var. vitilis,0
Bayern,Carex capitata,0
Bayern,Carex curvula ssp. curvula,0
Bayern,Carex microglochin,0
Bayern,Carpesium cernuum,0
Bayern,Cochlearia officinalis,0
Bayern,Cuscuta epilinum,0
Bayern,Cystopteris dickieana,0
Bayern,Deschampsia setacea,0
Bayern,Dracocephalum ruyschiana,0
Bayern,Elatine hydropiper ssp. orthosperma,0
Bayern,Elymus hispidus,0
Bayern,Epilobium dodonaei,0
Bayern,Equisetum ramosissimum var. altissimum,0
Bayern,Euphorbia epithymoides,0
Bayern,Euphrasia bavarica,0
Bayern,Festuca airoides,0
Bayern,Galium parisiense,0
Bayern,Glaux maritima,0
Bayern,Heliotropium europaeum,0
Bayern,Hierochloe hirta ssp. arctica,0
Bayern,Hypericum elodes,0
Bayern,Inula ensifolia,0
Bayern,Isoëtes lacustris,0
Bayern,Juncus atratus,0
Bayern,Lactuca saligna,0
Bayern,Linnaea borealis,0
Bayern,Lolium remotum,0
Bayern,Lolium temulentum,0
Bayern,Luronium natans,0
Bayern,Luzula forsteri,0
Bayern,Marsilea quadrifolia,0
Bayern,Minuartia stricta,0
Bayern,Minuartia viscosa,0
Bayern,Moenchia erecta,0
Bayern,Persicaria lapathifolia ssp. leptoclada,0
Bayern,Plantago maritima ssp. maritima,0
Bayern,Polycnemum verrucosum,0
Bayern,Polystichum setiferum,0
Bayern,Potamogeton x cooperi,0
Bayern,Potamogeton x fluitans,0
Bayern,Potentilla collina,0
Bayern,Potentilla leucopolitana,0
Bayern,Potentilla thyrsiflora,0
Bayern,Primula x pubescens,0
Bayern,Ranunculus ambranus,0
Bayern,Ranunculus constans,0
Bayern,Rosa abietina,0
Bayern,Rubus geminatus,0
Bayern,Sagina subulata,0
Bayern,Salicornia europaea,0
Bayern,Salix alpina,0
Bayern,Salix breviserrata,0
Bayern,Saxifraga hirculus,0
Bayern,Saxifraga oppositifolia ssp. amphibia,0
Bayern,Schoenoplectus supinus,0
Bayern,Sedum annuum,0
Bayern,Silene cretica,0
Bayern,Silene linicola,0
Bayern,Spergula pentandra,0
Bayern,Spergularia salina,0
Bayern,Spergularia segetalis,0
Bayern,Stellaria crassifolia,0
Bayern,Stipa eriocaulis ssp. austriaca,0
Bayern,Subularia aquatica,0
Bayern,Taraxacum vindobonense,0
Bayern,Turgenia latifolia,0
Bayern,Typha minima,0
Bayern,Vaccaria hispanica ssp. hispanica,0
Bayern,Verbascum phoeniceum,0
Bayern,Adenophora liliifolia,1
Bayern,Adonis flammea,1
Bayern,Aethionema saxatile,1
Bayern,Agrostemma githago,1
Bayern,Alchemilla obtusa,1
Bayern,Allium carinatum ssp. pulchellum,1
Bayern,Alyssum montanum ssp. gmelinii,1
Bayern,Androsace elongata,1
Bayern,Androsace septentrionalis,1
Bayern,Armeria maritima ssp. purpurea,1
Bayern,Armeria maritima ssp. serpentini,1
Bayern,Artemisia scoparia,1
Bayern,Asplenium x alternifolium nssp. heufleri,1
Bayern,Botrychium multifidum,1
Bayern,Botrychium virginianum,1
Bayern,Bromus grossus,1
Bayern,Calamagrostis stricta,1
Bayern,Calamintha nepeta,1
Bayern,Caldesia parnassifolia,1
Bayern,Calendula arvensis,1
Bayern,Campanula cervicaria,1
Bayern,Carex heleonastes,1
Bayern,Carex michelii,1
Bayern,Carex rupestris,1
Bayern,Centaurea triumfettii ssp. aligera,1
Bayern,Chenopodium murale,1
Bayern,Chenopodium urbicum var. urbicum,1
Bayern,Chimaphila umbellata,1
Bayern,Chondrilla chondrilloides,1
Bayern,Cicendia filiformis,1
Bayern,Cnidium dubium,1
Bayern,Corrigiola litoralis,1
Bayern,Cyperus longus ssp. longus,1
Bayern,Cystopteris sudetica,1
Bayern,Dactylorhiza incarnata ssp. haematodes,1
Bayern,Dactylorhiza incarnata ssp. hyphaematodes,1
Bayern,Danthonia alpina,1
Bayern,Deschampsia littoralis,1
Bayern,Diphasiastrum oellgaardii,1
Bayern,Draba incana,1
Bayern,Elatine alsinastrum,1
Bayern,Erigeron atticus,1
Bayern,Eriophorum gracile,1
Bayern,Euphorbia falcata,1
Bayern,Euphorbia lucida,1
Bayern,Euphorbia salicifolia,1
Bayern,Euphorbia villosa,1
Bayern,Euphrasia micrantha,1
Bayern,Festuca valesiaca ssp. valesiaca,1
Bayern,Filago lutescens,1
Bayern,Filago vulgaris,1
Bayern,Galeopsis segetum,1
Bayern,Gentianella bohemica,1
Bayern,Gentianella campestris ssp. baltica,1
Bayern,Geranium lucidum,1
Bayern,Gratiola officinalis,1
Bayern,Helleborus viridis ssp. occidentalis,1
Bayern,Hieracium auriculoides,1
Bayern,Hieracium basifurcum,1
Bayern,Hieracium brachycomum,1
Bayern,Hieracium caesium ssp. caesium,1
Bayern,Hieracium calodon,1
Bayern,Hieracium fallax ssp. durisetum,1
Bayern,Hieracium franconicum,1
Bayern,Hieracium fuscescens,1
Bayern,Hieracium harzianum,1
Bayern,Hieracium hybridum ssp. calophyton,1
Bayern,Hieracium leucense,1
Bayern,Hieracium montanum,1
Bayern,Hieracium onosmoides,1
Bayern,Hieracium schneidii,1
Bayern,Hypochaeris glabra,1
Bayern,Illecebrum verticillatum,1
Bayern,Iris variegata,1
Bayern,Juncus capitatus,1
Bayern,Juncus gerardii,1
Bayern,Juncus sphaerocarpus,1
Bayern,Juncus stygius,1
Bayern,Juncus tenageia,1
Bayern,Jurinea cyanoides,1
Bayern,Lappula squarrosa,1
Bayern,Ledum palustre,1
Bayern,Legousia hybrida,1
Bayern,Linaria arvensis,1
Bayern,Linum flavum,1
Bayern,Linum leonii,1
Bayern,Linum perenne,1
Bayern,Lotus tenuis,1
Bayern,Lysimachia punctata,1
Bayern,Marrubium vulgare,1
Bayern,Mentha pulegium,1
Bayern,Mibora minima,1
Bayern,Myosotis rehsteineri,1
Bayern,Myricaria germanica,1
Bayern,Nepeta nuda,1
Bayern,Nigella arvensis,1
Bayern,Nonea pulla,1
Bayern,Nuphar pumila,1
Bayern,Nymphoides peltata,1
Bayern,Ophrys sphegodes,1
Bayern,Orchis coriophora ssp. coriophora,1
Bayern,Orchis palustris var. palustris,1
Bayern,Orlaya grandiflora,1
Bayern,Orobanche arenaria,1
Bayern,Orobanche coerulescens,1
Bayern,Orobanche picridis,1
Bayern,Oxytropis pilosa,1
Bayern,Pilularia globulifera,1
Bayern,Poa glauca,1
Bayern,Polycnemum arvense,1
Bayern,Polystichum braunii,1
Bayern,Potamogeton rutilus,1
Bayern,Potentilla inclinata,1
Bayern,Potentilla rupestris,1
Bayern,Pseudognaphalium luteoalbum,1
Bayern,Pulicaria vulgaris,1
Bayern,Pulmonaria collina,1
Bayern,Pulsatilla patens,1
Bayern,Pulsatilla vernalis var. bidgostiana,1
Bayern,Radiola linoides,1
Bayern,Ranunculus alnetorum,1
Bayern,Ranunculus basitruncatus,1
